#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -5.2811464399e-01    4.2110986693e-01   -1.0270901964e+00    4.9897555237e-01    3.4208668908e-01   -1.3691768854e+00    3.2040000000e+03    7.6345855838e-03    6.5191947566e-01
         1   -5.4693759740e-01    8.0620441603e-01   -1.0602638619e+00    5.1332626446e-01    3.2119095585e-01   -1.3814548177e+00    3.2040000000e+03    5.8739325838e-03    6.5328495630e-01
         2   -5.3253361332e-01    6.3932151837e-01   -1.0873209047e+00    5.5478729141e-01    3.4040736788e-01   -1.4277282726e+00    3.2040000000e+03    5.7702008344e-03    6.4591136080e-01
         3   -5.1503345563e-01    2.9312402871e-01   -1.0310667260e+00    5.1603327038e-01    3.4053873949e-01   -1.3716054655e+00    3.2040000000e+03    6.2100388332e-03    6.5457240949e-01
         4   -5.2723535564e-01    3.5015018714e-01   -1.0670912028e+00    5.3985584713e-01    3.4832609509e-01   -1.4154172979e+00    3.2040000000e+03    5.9387847499e-03    6.4337546816e-01
         5   -5.2171135234e-01    2.9550475341e-01   -1.0508940080e+00    5.2918265565e-01    3.2450131690e-01   -1.3753953249e+00    3.2040000000e+03    5.5109001666e-03    6.5121722846e-01
         6   -5.2726252213e-01    3.0151859362e-01   -1.0212111363e+00    4.9394861419e-01    3.2162846983e-01   -1.3428396062e+00    3.2040000000e+03    5.5893354171e-03    6.5324594257e-01
         7   -5.2138854584e-01    3.1094634664e-01   -1.0610006540e+00    5.3961210812e-01    3.4090741012e-01   -1.4019080641e+00    3.2040000000e+03    5.4351546660e-03    6.5519662921e-01
         8   -5.1869650766e-01    2.9245784642e-01   -1.0269195825e+00    5.0822307484e-01    3.4420666089e-01   -1.3711262434e+00    3.2040000000e+03    5.7816931664e-03    6.5703027466e-01
         9   -5.1667249200e-01    2.9561686523e-01   -1.0734887731e+00    5.5681628108e-01    3.3740611098e-01   -1.4108948841e+00    3.2040000000e+03    5.7426701660e-03    6.4731585518e-01
        10   -5.1849458091e-01    3.8651279272e-01   -1.0741705308e+00    5.5567594991e-01    3.4073618173e-01   -1.4149067125e+00    3.2040000000e+03    5.6023164179e-03    6.5219257179e-01
        11   -5.2026227434e-01    3.2257785332e-01   -1.0213372922e+00    5.0107501783e-01    3.2070021510e-01   -1.3420375073e+00    3.2040000000e+03    5.5023986667e-03    6.6249219725e-01
        12   -5.2692143734e-01    3.0975195944e-01   -1.0449558264e+00    5.1803438907e-01    3.2363366032e-01   -1.3685894867e+00    3.2040000000e+03    5.5942576661e-03    6.5344101124e-01
        13   -5.1879862790e-01    3.3223051516e-01   -1.0433390345e+00    5.2454040664e-01    3.4120576320e-01   -1.3845447977e+00    3.2040000000e+03    5.7752830010e-03    6.4825218477e-01
        14   -5.3896632597e-01    5.0761138407e-01   -1.0992550378e+00    5.6028871183e-01    3.3137738599e-01   -1.4306324238e+00    3.2040000000e+03    5.9580100005e-03    6.5117821473e-01
        15   -5.2224504408e-01    3.0932636043e-01   -1.0752105955e+00    5.5296555139e-01    3.2359375019e-01   -1.3988043457e+00    3.2040000000e+03    5.6683541667e-03    6.5074906367e-01
        16   -5.1987228543e-01    2.9310257401e-01   -9.9857663760e-01    4.7870435217e-01    3.3328790693e-01   -1.3318645445e+00    3.2040000000e+03    5.5432682499e-03    6.5367509363e-01
        17   -5.2749689115e-01    4.6360157534e-01   -1.0579981523e+00    5.3050126119e-01    3.4701326306e-01   -1.4050114154e+00    3.2040000000e+03    6.2934059163e-03    6.5203651685e-01
        18   -5.1727669437e-01    2.9654534174e-01   -1.0783635608e+00    5.6108686644e-01    3.2991025746e-01   -1.4082738183e+00    3.2040000000e+03    5.6466360008e-03    6.4450686642e-01
        19   -5.3471585602e-01    5.0071908024e-01   -1.0798728577e+00    5.4515700171e-01    3.2004621395e-01   -1.3999190717e+00    3.2040000000e+03    5.8481914997e-03    6.5324594257e-01
