#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             ElecElec            IonElec             BlockWeight         BlockCPU            AcceptRatio         
         0   -7.4967826827e+00    5.6459688075e+01   -1.2771444768e+01    5.2746620852e+00    2.5983427252e+00   -1.5369787493e+01    1.2800000000e+02    7.9233229999e-03    6.6308593750e-01
         1   -7.5230569800e+00    5.6882220665e+01   -1.3242310038e+01    5.7192530582e+00    2.6518035614e+00   -1.5894113600e+01    1.2800000000e+02    8.1444600000e-03    6.6064453125e-01
         2   -7.3996804344e+00    5.5011885017e+01   -1.7946860208e+01    1.0547179773e+01    2.7100020839e+00   -2.0656862292e+01    1.2800000000e+02    7.6337319997e-03    6.2451171875e-01
         3   -7.3969518358e+00    5.4842411661e+01   -1.1194006464e+01    3.7970546282e+00    2.3631330564e+00   -1.3557139520e+01    1.2800000000e+02    7.6831560000e-03    6.3720703125e-01
         4   -7.4338749532e+00    5.5608253433e+01   -1.4846773130e+01    7.4128981765e+00    2.7686803617e+00   -1.7615453491e+01    1.2800000000e+02    7.7064549996e-03    6.3427734375e-01
         5   -7.3790969924e+00    5.4664603974e+01   -1.3863153209e+01    6.4840562163e+00    2.3438005657e+00   -1.6206953774e+01    1.2800000000e+02    7.5901700002e-03    6.3623046875e-01
         6   -7.6325400055e+00    5.8487303689e+01   -1.6564966060e+01    8.9324260549e+00    2.5625856925e+00   -1.9127551753e+01    1.2800000000e+02    7.6765309996e-03    6.3916015625e-01
         7   -7.6060912259e+00    5.8215909384e+01   -1.6977787680e+01    9.3716964537e+00    3.1148990863e+00   -2.0092686766e+01    1.2800000000e+02    7.6656720003e-03    6.1962890625e-01
         8   -7.5897046945e+00    5.7914055304e+01   -1.6378117720e+01    8.7884130252e+00    2.6507482361e+00   -1.9028865956e+01    1.2800000000e+02    7.6321860006e-03    6.2988281250e-01
         9   -7.7761271645e+00    6.0882664114e+01   -1.5407633365e+01    7.6315062009e+00    2.4193946553e+00   -1.7827028021e+01    1.2800000000e+02    7.6320119997e-03    6.3818359375e-01
        10   -7.4898118750e+00    5.6328542529e+01   -1.4943634727e+01    7.4538228515e+00    2.4120556197e+00   -1.7355690346e+01    1.2800000000e+02    7.5840760001e-03    6.3232421875e-01
        11   -7.4691798283e+00    5.6101709623e+01   -1.5018552293e+01    7.5493724652e+00    2.7831084781e+00   -1.7801660772e+01    1.2800000000e+02    7.6585739998e-03    6.2988281250e-01
        12   -7.4393711902e+00    5.5541858595e+01   -1.5118900799e+01    7.6795296088e+00    2.5347926252e+00   -1.7653693424e+01    1.2800000000e+02    7.6872159998e-03    6.3867187500e-01
